ID,StockPrice,Income,Expense,NetProfit
55,230.9299856748785,69496.9484615458,50067.187227086804,33733.78900100514
56,227.938403573486,68283.76632061948,43445.93712222802,23124.285010737884
57,174.82347430332084,74744.45929008555,46190.233011642726,27443.13271946909
58,190.7236287244636,86727.29019259365,56995.11344570182,30140.95481009778
59,209.9379029421069,80436.00154594432,52100.4906320154,25931.21186177675
60,229.2663538136708,71293.85667913895,51548.71929094035,18953.775964686065
61,200.93816054232587,82716.98710648344,56807.183697343775,26544.70993164002
62,200.93816054232587,75636.88954433282,48901.025692804826,-3052.1727078706035
63,166.80995077981916,75636.88954433282,53123.71879943112,33177.16448649002
64,164.11380127757988,57602.862212219,49174.22597654003,7369.972010782227
65,224.37577467182595,71375.59058596868,52122.89879519703,16223.751172410117
66,200.93816054232587,63803.30105373856,45337.93073910735,19108.556737309696
67,197.83969635259,62053.18524279094,30489.46273378857,35073.58865229686
68,230.10598693676076,86608.2678737852,48925.766702509565,37719.30443284251
69,210.84908075142903,70322.98798688108,61381.98508879952,9391.531132576662
70,180.6464073618463,78465.03881730716,57409.72321793274,22440.76110960813
71,210.8418681652524,74530.79421120817,57723.179876729366,14268.9533413854
72,246.1410969939791,79770.40827223122,59889.04577444974,23286.39181404069
73,198.92521882670147,75768.21891060255,50709.2607276915,25463.61577575665
74,246.9393096744202,62170.07775811431,51578.52565924476,13855.26589704776
75,121.40764687730768,84962.6681944714,45058.7848365252,38437.81736689821
76,224.6570751312567,70062.43416838687,47471.4171517836,26227.14086171892
77,202.61141204714517,59434.181013402485,54926.16919816913,6058.322803302919
78,191.029779486024,70718.84839034088,59631.07549735053,12193.853064695062
79,202.75282329606503,90007.59790634312,48884.429794552,41591.21702049741
80,140.37293256197322,83502.21742113493,46398.48588118871,36606.67430379733
81,193.40984336487463,75636.88954433282,50004.22367085278,23910.318302016374
82,210.7133771453524,75636.88954433282,54809.65399143292,16978.488705078893
83,244.33682134224549,71783.64948782617,38449.161470931664,29400.348609720204
84,184.45189345179057,75636.88954433282,31630.55237490209,61902.55453729231
85,175.74519191320437,78819.35452231554,45595.70520406733,32851.95781386271
86,184.9472886924639,79300.41647191069,40234.30059268673,39686.11384555507
87,227.46206353106223,85302.83454031842,45934.87841882152,39254.77914369712
88,209.8625332897905,77387.89159026514,48817.75744946023,31008.075720392237
89,184.1071938869888,72409.57854179297,46374.01272781589,22133.362085899837
90,200.93816054232587,73036.50150915021,61619.740275765966,11703.93710639457
91,202.9123264804412,74283.98740585936,52613.95811681856,18034.070838266485
92,229.05934971598668,74627.77763490159,52403.79487688663,23743.407348983303
93,178.93840718367943,82276.2954363698,54977.657152347216,27109.72085513857
94,190.17013560206692,75519.45885807299,50067.187227086804,35469.343744367376
95,188.2367554060353,82326.40077215579,58312.89429936215,22285.740551614108
96,156.09455155603644,74192.83419891418,49393.88570771632,27357.87835451336
97,208.88360831193728,75636.88954433282,55363.8449379297,22505.956293348903
98,207.83165816539668,55017.99315467892,41425.142135678754,14759.939625023944
99,200.15340369927384,75636.88954433282,37569.929871871485,46334.312381426455
100,192.9623859987456,78464.88475897993,56543.11726420023,23081.482065369964
101,200.93816054232587,75636.88954433282,53011.27620878013,30555.0397538417
102,200.93816054232587,46037.44621806311,42783.58756513992,4964.969970964615
103,189.7185645041969,95883.74704780728,50067.187227086804,56140.01348665268
104,175.93168192335145,73604.10371844826,59003.47827531816,16741.84656308847
105,195.16142865001973,86081.82816737516,40484.70485706138,44137.91837069896
106,200.93816054232587,64600.940728744696,63141.38362604771,2182.3917372431906
107,256.5855770363159,81127.73905062569,42795.03412281705,35746.42184029135
108,205.2373343849552,64465.84436826344,55107.13540486706,10503.489585747728
109,207.72651172168293,68762.31039304195,47371.05219400812,22292.4650247589
110,197.766622527015,94140.31353866786,54825.499448658746,35575.18141094479
111,142.43686354102874,73093.17599236654,45647.08798308646,25122.52032145535
112,199.2045837365235,77174.32873179723,48697.65675142165,27910.39418688805
113,201.8069062982308,75636.88954433282,50327.35340316577,32771.60440944013
114,273.8972633745586,79956.81887972605,41982.50035374822,35555.36465514022
115,194.22917105656632,76504.18905143577,55926.594763361005,21355.55174677913
116,209.0464202700084,78649.61002466225,45894.29146822732,33258.26577431596
117,198.9586469088427,99034.15585238276,48171.20067727985,50474.41691114587
118,164.93965887141405,74423.81202966414,42045.2050031319,30867.02402621552
119,234.28468443545063,77010.99046714968,29501.33072963752,49607.07399034529
120,222.5579909806032,85506.54396007612,48471.77789919865,40345.58028705406
121,223.7309584112914,86055.25932957984,69300.92337290333,15787.21298898344
122,172.71837635615782,86870.3030556038,56276.834303184194,29369.134918109965
123,242.08382932808297,81387.30222029185,49845.91696212485,32523.800588991
124,157.94446811623158,63569.95087269516,47896.87336633386,14957.018746867332
125,217.6057128140081,91334.31532301096,50179.72714249637,40875.79377918812
126,200.93816054232587,63536.54606981312,54376.95292140168,10638.899451860783
127,170.28391024607936,78026.35465239034,40553.49747752924,33654.1449998465
128,183.01106811191684,75636.88954433282,58914.573557350974,11179.272592160783
129,202.98954095262923,74358.61653407007,55723.05052352995,18780.9270591988
130,184.895730376514,78287.6241030348,55745.48580566348,21719.152008246965
131,153.48009706801602,78213.57215450273,53507.805910477815,24527.29793558202
132,202.0568892441808,79219.20754235284,50156.93326155192,28987.132990841965
133,168.13088858821686,75636.88954433282,55382.88988773456,32291.82019596206
134,214.20777291905543,79535.34301513979,54734.51306993103,27790.70640011524
135,172.4172729729859,72558.43364709351,47167.67431247181,25473.410599162933
136,246.49803215052617,84640.87168288357,45411.18581682479,40115.69012695353
137,176.5024012299129,86894.70488924641,50814.850362095895,37982.9540682986
138,190.3381545138297,75636.88954433282,62392.1612119615,-1710.5642784520282
139,224.40551652109008,80974.00069849858,40087.14339476879,41833.80110180024
140,163.07407050698134,82011.72742310898,38259.79787398048,43216.64736733092
141,206.82379803812387,72024.36496640008,51318.08672989214,22399.81978694093
142,239.2142826284729,88757.06813311619,50407.10161484814,34095.51167756505
143,151.77550296316318,73499.44412967474,51386.73331496327,21914.52221422893
144,205.53901575596916,76255.76453471542,51951.625583268,23098.49763987949
145,207.7964838274527,73269.2817571613,48214.38196292156,25919.42569550805
146,223.4546861533193,75155.79047581468,61918.90750881666,14176.971341734425
147,162.89147867365756,64037.24913104798,37192.76817218788,25429.22916921605
148,200.93816054232587,60599.49117405705,43372.023801758034,15803.119643946931
149,215.65824696850692,90945.05063224972,49173.96191880762,41549.75797632745
150,208.9095401969956,66530.38651681672,36854.48951076666,27882.61255141965
151,207.5147855103763,65086.076505436926,48593.16476454343,18176.879131797752
152,210.3934462849093,53466.09886396285,63291.76132582415,-10564.07686275619
153,179.59925835264528,68610.38252310499,50167.09190636769,12629.31417809401
154,200.93816054232587,61769.10206592502,51845.60724574947,9173.850706931942
155,208.7921741989604,91420.15160136369,39918.68187861936,49424.38208105638
156,178.56945745920896,85098.17089342634,45069.10873568418,36766.51052682028
157,255.9732353343427,68118.49654822276,46998.428957408505,18645.214314369103
158,214.2149876273536,97524.35805344308,47458.27922595013,50284.89577115889
159,164.26089508392056,84817.65486991595,50067.187227086804,27221.78616638226
160,219.69660825901488,71751.68616491377,54461.528485801,17916.526626842733
161,170.75954989318035,50005.94285126427,50067.187227086804,7684.599730329044
162,223.6125381122736,97909.42572590742,51972.03822745604,46849.19588879279
163,234.75786737022213,61104.27533236404,53985.77398797428,6200.320723951772
164,200.93816054232587,58546.01253043108,59121.19230817013,-1964.380516065342
165,228.9012838773297,85225.7043200964,62644.32549254699,20272.65349108344
166,212.38342780809492,99397.52406339272,41879.24646537705,54014.61998451224
167,200.93816054232587,88842.72818510518,43513.139910317295,44549.74086166899
168,256.9037894796184,80639.0912005236,39939.377128683074,41015.82105168079
169,192.63835651991388,80947.54341665286,48127.84112714415,32626.454949478928
170,177.38791506927532,75636.88954433282,53730.86699557068,28971.35473633768
171,173.3145671112343,82589.28589786765,57898.67613271282,22799.11764376127
172,175.52569145103686,77811.91423969375,49392.391810859815,29636.014812203877
173,197.68694871757688,76042.01103951877,47441.219813961245,25966.52738566435
174,210.2345592444993,74374.06872100478,50067.187227086804,24712.060610701807
175,208.30072397990057,67460.35411133323,43318.85678695982,22137.06328651996
176,224.8154974710807,72193.24923133226,66716.30977355818,3972.068983068005
177,200.3900567563372,58070.43185804614,37138.71178305553,17998.149693759256
178,243.6060223147195,75636.88954433282,51477.9246311658,21535.874807115437
179,192.06029500286127,65114.088928490826,66188.84975383712,875.8640916096683
180,281.6050749976886,63964.10682784229,50054.39875647998,14940.96424825022
181,218.7700204329502,76798.94151153478,48479.68771998805,30276.0980156028
182,200.93816054232587,75636.88954433282,47140.436617516585,42823.87133779728
183,167.87322505816664,84183.16606002313,48556.86654590074,33418.95985706165
184,214.4741724572956,59294.99396376823,60982.78779741224,-2349.372282299128
185,200.93816054232587,65103.71863429662,50067.187227086804,31238.215666697757
186,221.4200148227628,84407.71187988216,50067.187227086804,24801.392077589637
187,214.1971287372064,65175.1260646169,38608.34278039884,24173.20599136544
188,197.8151326202938,72753.66850002976,47866.78136612469,26674.282512683298
189,174.59618845794785,80500.52099024552,46566.04463761071,35720.38409285236
190,154.55458325942408,65316.555451363645,54708.42615816576,14267.369696630063
191,186.60455143798936,76053.7550614596,37215.00518493002,38019.37669127058
192,200.93816054232587,61659.74505081795,50067.187227086804,9387.008041322732
193,206.42281232390613,68986.32356048786,66194.47698629482,7355.150247270727
194,162.62783663864036,78197.81934142538,50067.187227086804,37867.92802430047
195,205.19542777553545,59070.06266468331,51517.64934088317,4482.332828735425
196,211.5595213918651,75636.88954433282,44704.14257762713,30940.58473416133
197,173.484276913966,74803.62201073319,53407.09764954429,22821.948418911565
198,204.61175317836583,80524.89954417148,50153.182219326016,26605.416908728297
199,201.74626155338,77239.14134064662,44868.10472764552,31626.39850712525
200,165.7108910650813,88641.40429973844,53902.97827896859,35613.05239484777
201,210.73362081044849,75636.88954433282,64434.78487829395,12187.811221844948
202,216.82353579104705,70705.94458874747,50067.187227086804,23084.064650934208
203,232.4915372952583,76222.97503032284,55758.06353718546,20909.491204739086
204,231.6140615610471,80432.98029036388,39653.81633703069,43336.89557995998
205,158.66991896128727,75488.60070325705,42348.508985455934,31235.45895632352
206,171.86524880254632,75405.91691203883,50067.187227086804,20272.676412078745
207,215.4510580162598,67980.08312193245,61872.92822828772,4561.836003103081
208,215.41357852736627,68370.99082449052,52844.90679028528,17186.46765793047
209,215.45143058918143,60973.94728200306,47495.535755814766,15279.208702978423
210,315.5819447196416,92495.7674318694,50067.187227086804,43403.886827119575
211,217.126715320795,62561.36764608715,39996.73812824226,24931.61685162475
212,234.066969205418,68070.94802204093,54836.12261084293,10878.743676445238
213,228.62005290479607,67815.92734430803,57058.66449858727,14091.711068823037
214,219.54173753917397,83949.24376944441,46383.27733733536,40612.44367553357
215,190.5419226607896,72050.50321707972,46239.66281792399,27282.08439364723
216,200.93816054232587,87477.42072673734,52127.02583721639,38913.99270706307
217,200.93816054232587,68265.09375756132,46506.24211167524,18445.60523053053
218,192.8954417977997,77789.94162223802,49470.93908299342,27270.1062667193
219,185.43909356512688,66646.52946740243,66797.77431333212,-1621.8517672935911
220,202.45622418158968,96451.49127773388,50067.187227086804,49870.65553121654
221,200.93816054232587,63124.01580970487,47133.27878383023,13890.455546670351
222,200.93816054232587,78098.20710227027,44819.66555491873,34793.53184602652
223,220.5878057112354,81337.76880932099,55953.53577199949,28125.30532531492
224,151.61852386431045,79137.99097451498,48550.20661425518,31978.1901604278
225,185.84204402631696,73147.12341122291,44805.01569342859,28909.60976511733
226,232.66851790902095,75636.88954433282,60570.4322581841,11155.614062680146
227,201.9284005728639,75438.11471979109,61356.8240361091,12387.58875143126
228,200.93816054232587,73529.97998371511,45196.61147409036,30832.60632021808
229,178.54088872220095,84638.7911679491,35067.68038911507,51129.80878664469
230,200.93816054232587,97105.23001591352,58060.109518695375,38967.08145846306
231,178.0890010484859,69425.08214992167,44522.96139391997,24066.30166446992
232,206.49375768745924,61301.970204209225,56325.00479330215,925.3496646843224
233,201.3671551971144,74117.17951648745,50067.187227086804,37736.30522081326
234,180.4519895718255,100797.09337654318,57140.77870639447,47479.15284442816
235,264.3183226797598,66963.25432030269,40310.62456575375,24091.718612544
236,219.01757066954036,91391.16805444068,55846.1129525322,35924.01474435064
237,139.2457224002718,91777.0081407644,50114.18454269147,43677.71154446333
238,205.5936294430828,69464.11758292005,50067.187227086804,24585.78760208862
239,180.1464060569484,80689.83079185276,46743.70949658576,34315.54224482917
240,225.5730000438867,91283.96623128538,55490.54765565361,37669.24965065308
241,176.224377847019,71208.72259012512,50847.15562492188,20386.565609017747
242,196.55790675599303,72964.19639897638,54675.30384377988,24025.69866653004
243,215.1496183694137,69183.19086051357,50067.187227086804,34.46766663329663
244,225.97265582510363,64852.43269307133,37486.06710631159,29483.8226465275
245,163.9911077883267,68507.22454933992,50067.187227086804,5223.920474798005
246,189.9649629247716,62760.59733237744,50834.8475001857,13469.590141865088
247,185.7516406651713,75340.83468259226,42809.72761341497,33413.72137257578
248,180.40012302278865,75636.88954433282,39357.49099408808,26476.464301105505
249,252.9636272084329,77337.85911790747,48487.03687378373,29308.815029042416
250,212.14945132882863,59441.04353796373,57373.20089539568,-1647.9602602285229
251,162.17348136994866,78308.80232214458,48979.60703697972,30535.69028630764
252,227.5358584116433,83335.28961608924,62089.23944197878,21842.36710609151
253,200.93816054232587,75636.88954433282,50067.187227086804,17949.369431984123
254,230.9739578165344,78740.56569847572,49903.28841723156,30953.513931418463
255,200.93816054232587,87276.68992473293,39980.85244469505,48031.0771604573
256,185.47297781401247,62903.58981308794,52909.055060999744,10290.713591684753
257,238.00733447559867,91725.72386837704,57095.0991207784,32868.48807427605
258,178.76991603143657,75636.88954433282,46633.90565055158,31131.84291581077
259,213.31458284438685,75636.88954433282,29166.289146982926,41157.061535787645
260,223.2390216028801,74442.30922342294,51591.585174371954,25723.394860462944
261,200.93816054232587,80583.26912521722,53493.90841386808,26613.13983872504
262,198.214239318146,75760.05391412412,53234.35803969358,22617.701368937087
263,102.76197979792782,80387.5599244637,59886.25753457724,18692.07363989893
264,169.2683707599713,65793.26406920634,41431.57056280761,26707.20719693362
265,192.4229554582052,76693.60824036079,50067.187227086804,22582.71304414075
266,162.5665045410545,60862.8550309502,59540.0600998238,5205.229804053901
267,248.97233911794905,73887.739386513,35771.29932794787,36359.79390420565
268,200.93816054232587,65960.92358535211,52557.214607351816,12647.69317996386
269,186.79866539909048,67644.70057410233,45966.561351938624,22141.03106721485
270,203.92221731858277,87360.93175210437,49347.81861518684,39306.09221236908
271,200.93816054232587,85913.10120594269,52781.41186830669,32700.35406254073
272,156.92413546461682,81091.38120907177,46102.17148709158,33243.28754107279
273,234.8949125646488,64076.87235327421,44594.33536670711,21245.352044414245
274,200.3069918305876,75636.88954433282,50273.21933990419,23004.966888238945
275,200.93816054232587,87130.97699979183,41302.032489097575,43996.39630956681
276,213.86310422789813,76417.16913639905,41313.39896891852,37814.655769691526
277,205.9717908672041,98193.29539981694,55434.98626365203,45098.70655455812
278,181.99349368523616,78933.17839394372,40809.647718730754,38392.12366970855
279,202.09406254970057,75636.88954433282,55330.500007273695,21749.186882378697
280,188.4405920941472,71908.83535797498,50067.187227086804,19316.22055737519
281,203.40552035753743,75636.88954433282,36193.546169675225,38418.45673763508
282,219.8639202356314,73475.30163619456,44579.48278131476,28955.88181320797
283,247.58050448436055,82081.0867668859,59552.87522437898,18223.44445328856
284,162.8655350351945,84567.02316794584,42150.67575088255,44169.25870806916
285,263.991001239688,67140.10539492051,46284.7659015249,17732.35304851189
286,141.43736601432494,61687.67046442222,53696.48714601517,10998.022975265048
287,195.4464471489325,56637.94626896703,56267.12407426076,-289.4179932266304
288,217.64951619453728,80079.91326912543,47987.68891164404,31668.890393619044
289,208.429756032051,75636.88954433282,45219.918442466864,17490.947683625385
290,181.31901440538215,53471.09407047517,61378.95889358806,-8483.942570957042
291,193.75633248928173,78885.78604530964,63911.19731038063,17811.651425225078
292,185.209971960235,99929.99517432792,57830.86440625436,37123.51345500339
293,182.3190572916737,74939.29088460107,50682.54514052019,26810.676516257256
294,225.48806291063076,83384.90774451641,43533.87422687259,40527.08047984724
295,210.71046457895144,75818.29358547565,43356.44474754748,30047.80554221374
296,179.21271214218038,74011.10346808858,54180.11284212606,17680.365839864044
297,226.9879962629975,84190.76482987769,53347.18576710947,34196.36511718463
298,209.2189856262983,72097.25455811349,61212.78874357144,8993.452054656593
299,224.3858635651688,77673.92314071902,55203.60074028911,20163.621379237997
300,218.8888652577084,78216.97806196014,37975.357585921454,42516.24956076814
301,175.13014967233784,68319.09546356951,50067.187227086804,10580.620274357983
302,183.1945687940909,84920.42349536523,42015.514981484695,41029.05736080774
303,222.41880815369785,73250.4024330459,46928.22982438119,26755.422559473955
304,218.31110796300396,75636.88954433282,50067.187227086804,13389.441387777431
305,199.3729521810756,80365.09843570403,65965.33991827171,16601.40131427753
306,203.51982149926343,66015.32018208962,74879.34844804289,-6741.286336207
307,238.32994687365277,75281.81157369129,54853.784473089465,21492.039498245707
308,182.2528583349251,74908.81003355797,50067.187227086804,27097.7051058151
309,216.41292143510117,85858.95565831578,54276.0451878444,35105.28672020613
310,193.9342204269832,79746.98232879952,57101.24340699069,22645.111576585285
311,193.4695639031834,75636.88954433282,47434.658995542464,24951.3231661645
312,200.93816054232587,83177.66299200286,64361.69084729858,19714.919970368897
313,224.7624904696409,88902.07549017313,51840.56607353122,41233.60351571614
314,224.40528908001917,80578.10306351862,53981.94471273116,24566.63936441576
315,239.16436421462987,75103.5261984338,50067.187227086804,19053.20664861014
316,200.6301152489828,61881.6376764984,53372.69288491565,9341.83686778566
317,220.4585891388489,64348.86336924628,56711.524003756895,7529.529667477902
318,190.6919973021963,71947.75295645332,45061.97450762462,24921.17128807407
319,209.72499057465328,75636.88954433282,45533.58596843176,25615.007722436352
320,196.09570836896947,73130.28697014553,50067.187227086804,36571.602277953614
321,202.9098789497816,75566.49924897107,53516.00984496181,22442.75232205708
322,217.85471076310745,80296.9275435673,56231.49202809691,22257.298935998395
323,175.45337950299583,74295.0122194091,53662.18292921509,17534.908240087057
324,262.7716182705638,79865.01643826201,50067.187227086804,16985.028933924077
325,200.93816054232587,75644.7441481012,49955.23184936763,27897.26698536609
326,163.57434161636803,55245.33433646129,55349.9332447401,845.7365847119486
327,234.74332620500203,65606.64606181245,41266.39299088549,24335.445389089266
328,223.74988081888807,73559.12444278384,46903.20238020479,25477.37875900044
329,218.72359451156467,62903.05257158892,50067.187227086804,5154.423245626524
330,218.8503652779284,80999.28729996204,56792.816885945154,25875.97306666665
331,199.63259681459255,90307.50832343698,47648.264418686544,44486.78714752161
332,173.08236885542505,87187.61851697316,49427.20598513546,34668.95295845623
333,202.2741367458118,75636.88954433282,37857.01002655352,38188.23922050576
334,179.68514865463663,89907.26136849952,47143.76639354713,43911.63741674039
335,229.2535920025325,76486.67457202112,57123.065308158286,22162.79855415442
336,195.58827855493584,71629.1402888196,54601.64012885253,14343.244662996842
337,175.23508409622465,68865.97336459061,54005.32577104968,12128.999282710054
338,190.3584247504102,71975.30313511872,50398.18949744768,21279.175018136448
339,212.38794362826872,75636.88954433282,50056.50526902541,22067.295399352686
340,183.0882634158808,76704.16222375487,44717.43088421242,35579.452985396376
341,175.33338813300705,76605.73981049865,55590.62736162028,22427.270276508632
342,200.93816054232587,75030.46020153415,53367.78355511512,21177.314092794964
343,200.93816054232587,79369.3816974635,53936.1507839424,23380.49249818932
344,184.7917047388661,86906.4627478634,45791.72125865936,43574.742634642345
345,185.86885083145032,84495.54135441323,32773.25664103005,49792.87386188175
346,206.9614981207291,60151.020315500966,58777.22169402956,4630.735731016047
347,156.55746975508026,49460.78865098045,50067.187227086804,2722.718999834665
348,157.77608676870335,84343.19911239273,43097.79388765503,44426.5693699734
349,178.4466733624269,61331.21301584579,55547.831295311946,7141.244300652399
350,193.5965854486446,72752.34598107316,46863.89888064696,25614.45612154128
351,209.3272269679401,75636.88954433282,58479.49107237298,3780.585923381177
352,244.26068650848657,56980.1956241998,54936.04759661358,1362.3322728940598
353,225.72978869606055,80414.62728204788,55468.55458560382,25802.70608119453
354,195.2018441010972,82591.55160302647,39072.35431039573,43673.51028506618
355,199.42951376291933,69234.89599273281,59695.5518830912,8351.721293504195
356,169.9241190608657,49089.5770785509,52090.00424987085,-3331.6899919552134
357,199.4446059202283,69537.55551747518,47045.78288603038,22648.9266908831
358,191.34024083239584,78918.04005402546,51147.10773873801,23513.46412645783
359,209.6815568101427,60210.88431225871,35790.11813681344,25337.10240502267
360,200.93816054232587,76833.59919779155,53269.222491845365,21604.934256512577
361,215.5803954272352,74846.90150827005,41765.02793454343,30775.208767315136
362,200.93816054232587,80792.91499601088,39178.63771325172,38239.588588537736
363,196.73719554629423,76195.80368414153,50067.187227086804,34786.892178148875
364,212.05135166296824,65269.31059118445,58901.5069999194,3656.908585040466
365,220.70431975133337,86965.71501664491,44965.89285045769,40581.78025092624
366,187.9633858434249,73414.7042697303,62269.821679332,15051.400865451438
367,200.93816054232587,74726.95460490067,45713.58829558162,27961.60695752865
368,200.37777202345384,65667.32040926804,36341.13633925642,29681.68428254768
369,202.93028295646496,70567.1774880849,41067.80448041073,30300.335780686823
370,176.809706484336,75636.88954433282,50067.187227086804,6527.610272107174
371,200.7353052277683,73270.53940076577,48752.81457650666,24362.83790280713
372,214.9399487373635,75636.88954433282,45613.70162807519,44112.79564614975
373,200.93816054232587,61280.98857068644,51280.1458068223,12902.69786042256
374,228.7781247825562,58864.38602123259,54014.26188934036,8464.517419167996
375,264.59547372534666,89711.70327493608,58939.19052721969,27407.19535947102
376,176.97957311335853,72906.76322848134,61587.99383914341,9270.712207565171
377,226.1696191016204,75636.88954433282,47121.85083368731,20627.801094959515
378,205.50026017215052,85399.04687396076,39391.618511343695,44078.35277279668
379,265.6940879965302,68943.84460263136,46692.278711013794,23263.4969985293
380,175.75105143934545,93260.09713546936,52082.24405266309,39721.308677993045
381,174.8083447345767,81779.25871339269,42289.92859031511,43819.44225869078
382,182.01822063667933,70120.88591854298,42342.79268083966,30159.19042639051
383,136.2831282707058,96573.08213265504,52750.30305239908,44247.927141520384
384,184.2273493495772,68942.85076996662,49610.78118743639,21386.04210916969
385,177.22602015338907,82420.95372009306,50262.37596329269,34370.378605515
386,204.51181359428625,77992.92580406491,43932.03732239945,32932.993505548984
387,210.2526792733148,75636.88954433282,48156.79428635386,38228.1841185502
388,256.2851251764766,90615.11196726852,42606.134845853565,48165.26324735426
389,228.5127151455815,75320.04149065766,57121.58728899829,19921.726450655256
390,182.6928903301279,67465.82129653817,58281.99467779002,9461.947416054983
391,200.93816054232587,79599.72142939117,35230.49710209525,41215.23136291392
392,214.7575751451952,68222.84630247894,42563.91311846072,24053.284296116537
393,160.39300378938074,95133.87247526622,38027.76595927936,56958.1607887981
394,254.94376297563065,75636.88954433282,44799.80852474482,31414.21357743089
395,235.3832036216386,71346.78448687891,49332.49624167712,25959.37259878141
396,185.92473043685885,75636.88954433282,38402.83824241176,35671.98893143932
397,148.6059641272737,61528.73710470303,42625.1214949975,19914.794093377284
398,240.6161712249624,65283.85961489349,41968.34102334801,26293.744808202056
399,196.56380464242147,87004.13907944426,51658.13863519155,39888.8999350983
400,237.13448935920383,68431.05721028605,50067.187227086804,17067.50766762812
401,200.93816054232587,64530.8901731806,44226.09957330197,21287.64950531903
402,182.0187493113868,80366.52752527286,51414.56697711518,30091.48126255497
403,200.93816054232587,86857.04154662997,45626.55932330187,41621.44568643468
404,201.40941781294225,82189.53310665066,47826.75911739157,34165.08358678048
405,186.4980358556227,84960.47685805816,63387.616722388295,22444.81091466996
406,218.68549797042496,67432.0491143054,50067.187227086804,1643.8685295432442
407,167.97138711852216,60781.89333258156,39603.35010457922,22542.6822081276
408,195.7286154493612,90013.33651955487,56637.85934303339,33627.83298384541
409,203.60886895135692,71773.20161157864,56491.172435932735,14837.079382089374
410,215.43316502176248,72491.66983544953,40813.89368997906,35771.50053690959
