ID,Feature_A,Feature_B,Feature_C,Target
62,48.14341023336183,42.17209268734554,Low,Class3
63,38.93665025993972,27.682779723505156,High,Class2
64,,,,Class3
65,58.125258223941984,91.2363345616691,Low,Class3
66,63.56240028570823,21.066218900566657,High,Class2
67,,,,Class3
68,,,,Class3
69,53.61636025047634,73.3113022415281,Low,Class3
70,43.54880245394876,13.15676851272598,Medium,Class2
71,,,,Class1
72,65.38036566465969,90.9032520665641,High,Class1
73,49.64173960890049,17.968310887024195,Low,Class2
74,65.64643655814007,23.754332492387764,High,Class1
75,23.802548959102555,97.13950940416396,Medium,Class3
76,58.21902504375224,18.097695270948975,High,Class1
77,,,,Class3
78,47.009926495341325,49.227785644803475,Low,Class1
79,50.91760776535502,24.723107440317705,Medium,Class2
80,30.124310853991073,87.07499012725114,Medium,Class1
81,47.80328112162488,44.53052550026655,High,Class1
82,53.57112571511746,51.48173539296902,High,Class1
83,64.77894044741517,35.92333693997657,Low,Class2
84,44.81729781726352,59.29508514349274,Medium,Class1
85,41.91506397106812,16.352387258502276,Medium,Class2
86,44.982429564154636,39.10815366517607,Medium,Class3
87,59.15402117702074,96.94123223352875,High,Class1
88,53.287511096596845,25.813343270112753,Medium,Class2
89,,,,Class2
90,55.13267433113356,32.51900642246949,Low,Class1
91,50.9707754934804,77.34731256866006,High,Class3
92,59.68644990532889,13.087366071834982,High,Class2
93,42.979469061226474,96.98210450785447,Medium,Class1
94,46.723378534022316,45.37895413836392,High,Class3
95,46.078918468678424,23.605046334646396,Low,Class2
96,35.364850518678814,7.349674733001265,Medium,Class2
97,,,,Class3
98,52.610552721798896,51.977394855601766,Medium,Class3
99,50.05113456642461,33.70031764312863,High,Class1
100,47.65412866624853,82.88833658826094,Medium,Class1
101,35.84629257949586,43.08875236618059,Medium,Class2
102,,,,Class3
103,46.572854834732304,61.714498660403,Low,Class3
104,41.97722730778381,70.67772168854458,Medium,Class3
105,48.387142883339905,16.704190790094987,High,Class2
106,54.040508568145384,16.761921628831765,High,Class3
107,68.8618590121053,3.667142693354297,Low,Class3
108,,,,Class2
109,52.57550390722764,66.38045276218051,Low,Class1
110,49.25554084233833,47.46308757498139,High,Class1
111,30.812287847009586,84.41704489691972,Medium,Class2
112,49.73486124550783,80.56701529500532,Low,Class3
113,50.60230209941027,58.535436439675216,Low,Class2
114,74.63242112485287,86.82712805132586,Medium,Class1
115,48.076390352188774,20.584121003676824,Low,Class1
116,53.015473423336125,11.191961939772789,High,Class2
117,49.65288230294757,26.974961151698963,High,Class2
118,38.31321962380468,5.708685608931486,Low,Class1
119,61.42822814515021,53.1169528001032,High,Class2
120,57.519330326867745,93.66056922949615,Low,Class1
121,57.910319470430466,3.9343540668509647,Medium,Class2
122,40.906125452052606,12.21099140100268,Low,Class2
123,64.02794310936099,45.21990282834353,Medium,Class2
124,35.98148937207719,93.38750175279048,High,Class1
125,55.868570938002705,31.61561049767505,Medium,Class2
126,71.90455625809979,50.723480868839246,High,Class1
127,40.09463674869312,4.15728590503921,Low,Class1
128,44.33702270397228,14.834320096208886,High,Class2
129,50.99651365087641,98.66301229588468,Low,Class2
130,44.96524345883801,96.51186964360456,Low,Class1
131,34.493365689338674,0.49399809344096157,Medium,Class1
132,50.68562974806027,95.18117854232389,Medium,Class3
133,39.37696286273895,63.91199378155004,Medium,Class1
134,54.73592430635182,86.79182945200222,Medium,Class3
135,40.80575765766197,45.47398556338591,High,Class3
136,65.4993440501754,51.55960285792502,High,Class3
137,,,,Class2
138,46.77938483794324,66.68642575461044,Low,Class2
139,58.135172173696695,13.96512547563129,High,Class1
140,,,,Class3
141,52.27459934604129,30.79299415911909,High,Class2
142,63.07142754282428,70.46807627366466,Medium,Class2
143,33.92516765438772,20.185345212294838,High,Class2
144,51.84633858532304,67.34324333249174,Low,Class2
145,52.598827942484235,96.99120461072704,Medium,Class2
146,57.8182287177731,9.39007157894184,Low,Class3
147,37.63049289121918,67.26021182251263,High,Class3
148,36.795433869157236,44.375021930457116,Medium,Class3
149,55.21941565616898,86.81422543775054,Low,Class3
150,52.96984673233186,17.71497894473859,High,Class1
151,52.504928503458764,69.26259522261645,Low,Class3
152,53.46448209496975,83.81152896481102,Low,Class2
153,43.19975278421509,94.46142194740233,Low,Class3
154,52.322536971610035,68.32480282896458,High,Class1
155,52.93072473298681,49.71747640084273,High,Class2
156,42.85648581973632,61.78472402012139,Low,Class3
157,68.65774511144757,86.89049844787182,Medium,Class3
158,54.73832920911788,57.060974663882966,Medium,Class3
159,38.08696502797351,3.038705969683686,High,Class2
160,56.5655360863383,93.09486955069778,High,Class2
161,40.253183297726785,68.95267510315611,High,Class1
162,57.87084603742452,67.65133857772466,High,Class2
163,61.58595579007404,21.567515239771716,High,Class2
164,41.7931768164829,65.88854702326572,Medium,Class3
165,59.63376129244322,39.386440565415846,High,Class2
166,54.12780926936498,65.12329770414921,Low,Class3
167,58.2206015999449,10.659303030799073,Low,Class3
168,68.96792982653947,65.7845304603036,Medium,Class2
169,47.54611883997129,99.94137257706666,Low,Class1
170,42.4626383564251,4.821203886055603,Medium,Class1
171,41.10485570374477,97.71741842213173,Medium,Class2
172,41.841897150345616,40.690796072287064,Low,Class1
173,49.228982905858956,87.07534503372591,High,Class3
174,53.41151974816644,78.23854840582734,Low,Class3
175,,,,Class2
176,58.27183249036024,73.84492092513266,Medium,Class1
177,50.13001891877907,87.8515561301348,Low,Class1
178,64.53534077157317,40.4140321651033,Medium,Class3
179,47.35343166762044,32.70331615632387,High,Class2
180,77.20169166589619,66.75933855635847,High,Class1
181,56.25667347765006,80.78459419412586,High,Class2
182,41.42842443583717,76.22851347766158,Low,Class1
183,39.29107501938888,79.78136488586345,Medium,Class3
184,54.824724152431855,43.5583314812933,High,Class3
185,47.76537214674149,81.78342161750216,Medium,Class2
186,57.14000494092092,12.020905537060845,Medium,Class3
187,54.73237624573545,54.448909796084955,High,Class1
188,49.271710873431275,0.575866049812157,High,Class3
189,41.532062819315954,32.45858299002703,Medium,Class2
190,34.851527753141355,36.646153487139784,High,Class2
191,45.53485047932979,39.61726916092554,Medium,Class2
192,58.56398794323472,69.54672066898621,Medium,Class1
193,52.14093744130204,38.85581012703457,High,Class1
194,37.542612212880115,44.86936226225306,Low,Class1
195,51.73180925851182,23.754413087432745,High,Class1
196,53.85317379728837,37.325179162934006,Low,Class1
197,41.16142563798867,22.726962726315147,Medium,Class3
198,51.53725105945528,7.319592376844364,Medium,Class1
199,,,,Class1
200,38.57029702169377,66.82127985550163,Medium,Class3
201,53.577873603482836,61.94903460096145,Low,Class1
202,55.60784526368234,46.34940438005724,Low,Class2
203,60.830512431752766,37.978578017922985,Medium,Class1
204,60.53802052034903,86.33336495718252,Low,Class1
205,36.22330632042909,51.908178513621806,High,Class2
206,40.62174960084877,47.9181877629731,High,Class2
207,55.1503526720866,2.5642065806435688,Medium,Class2
208,55.13785950912209,34.12478276261564,Medium,Class2
209,55.150476863060476,38.019561878585705,Low,Class1
210,,,,Class2
211,,,,Class2
212,61.35565640180599,53.360254672687844,Low,Class3
213,59.54001763493203,60.79050927934446,High,Class2
214,56.51391251305798,76.48832615421283,High,Class2
215,46.84730755359654,81.29857387160935,Medium,Class3
216,57.589692204932675,71.81230762264944,Low,Class3
217,42.27174785462428,95.55236959549347,Low,Class1
218,47.63181393259991,1.823258267636163,Medium,Class3
219,,,,Class1
220,50.81874139386323,0.756287497814212,Low,Class3
221,73.14658566673509,64.7474714154603,Low,Class3
222,,,,Class1
223,56.86260190374514,24.34822965762993,Low,Class3
224,33.87284128810349,92.70345447963066,Medium,Class1
225,45.280681342105666,6.026739028956085,Low,Class3
226,60.889505969673664,93.44360268055144,Medium,Class2
227,50.64280019095463,35.16226872396344,Low,Class3
228,39.22255222070694,10.142082844921651,High,Class1
229,42.84696290740032,48.58717591863256,High,Class3
230,56.79597748934676,25.677656772050796,High,Class1
231,42.69633368282864,28.487290196192284,High,Class1
232,52.16458589581975,30.728996492628657,Medium,Class2
233,50.45571839903814,80.30258978326634,Medium,Class2
234,43.483996523941826,53.91612766752545,Low,Class1
235,71.43944089325325,31.130769915600364,High,Class3
236,,,,Class1
237,29.74857413342393,71.61506742231936,Low,Class1
238,51.86454314769428,27.262400073353376,Low,Class3
239,43.38213535231612,41.354910152535155,Medium,Class3
240,58.52433334796224,12.188609333694755,High,Class3
241,42.07479261567299,18.11493495346803,Low,Class3
242,48.85263558533101,68.11178539649828,High,Class1
243,55.049872789804574,18.143834769562694,High,Class1
244,58.657551941701215,52.516338366706016,High,Class2
245,37.997035929442234,70.90462617224327,Low,Class1
246,46.654987641590516,10.687692309474384,High,Class3
247,45.25054688839044,56.73122196289035,Low,Class2
248,43.46670767426288,25.656278370136377,High,Class3
249,67.65454240281096,96.29268752375798,Low,Class1
250,54.049817109609556,48.35456467199247,High,Class2
251,37.391160456649544,80.59925497751581,Medium,Class3
252,59.17861947054776,55.022654215626176,High,Class2
253,71.22156197012633,4.341253285481916,High,Class2
254,60.32465260551147,63.31513755940223,Low,Class1
255,34.80630034045987,95.14033422066571,Low,Class3
256,45.15765927133749,60.16118201463312,High,Class2
257,62.669111491866225,81.91888594267903,Medium,Class2
258,42.92330534381219,88.42064633484078,Medium,Class3
259,54.43819428146229,22.807977194893247,Low,Class2
260,57.74634053429337,21.204483990822666,Medium,Class2
261,40.730695284219166,61.09809888509917,High,Class2
262,,,,Class3
263,17.58732659930927,83.98613028667204,High,Class3
264,39.756123586657104,90.00231233980112,Low,Class3
265,47.4743184860684,35.34213793027181,Low,Class3
266,37.52216818035151,23.687055897448207,Low,Class1
267,66.32411303931636,78.05255152438619,Low,Class2
268,35.69858622039367,27.48060355481361,Medium,Class3
269,45.599555133030165,82.26143185136785,High,Class2
270,51.30740577286091,42.37382536487628,High,Class2
271,64.41273289066116,66.75498992914704,High,Class1
272,35.6413784882056,9.553531383466819,Low,Class3
273,61.63163752154959,62.3859324676573,Medium,Class3
274,50.10233061019587,45.17676787372291,High,Class2
275,40.18491348952049,58.66084631754741,Medium,Class3
276,,,,Class2
277,51.9905969557347,73.68737449441821,High,Class2
278,,,,Class1
279,50.69802084990019,21.673980009077564,Low,Class1
280,46.1468640313824,9.571455552016172,Medium,Class1
281,,,,Class2
282,56.62130674521047,64.1971500443266,High,Class3
283,65.86016816145352,60.70940360887808,Low,Class1
284,37.62184501173151,54.669741271407005,Low,Class3
285,71.33033374656267,23.194709611597542,Low,Class1
286,30.479122004774982,39.09059959055147,Medium,Class1
287,48.482149049644164,59.4476335186173,Medium,Class2
288,55.883172064845766,49.67668588591694,Medium,Class1
289,52.809918677350325,98.77855202148874,Low,Class1
290,,,,Class2
291,47.918777496427246,69.51445540475937,High,Class3
292,45.06999065341167,40.431876810429216,Medium,Class1
293,,,,Class2
294,58.496020970210246,71.75977656581762,High,Class1
295,53.57015485965047,69.24361513243696,High,Class2
296,43.070904047393455,99.12559937021884,Medium,Class3
297,,,,Class3
298,53.072995208766095,10.410964938416633,High,Class2
299,58.1286211883896,72.43388171287411,Low,Class2
300,,,,Class2
301,41.710049890779274,27.416066655980586,High,Class3
302,44.39818959803031,7.9419368988986605,High,Class1
303,57.472936051232615,8.565824959643054,High,Class3
304,56.10370265433465,89.41908746641182,High,Class2
305,49.79098406035852,19.18673247187429,Low,Class2
306,51.17327383308782,32.33715621155208,High,Class3
307,62.77664895788425,22.6656402226988,Medium,Class2
308,,,,Class3
309,55.470973811700375,6.942384274609337,High,Class2
310,47.97807347566106,51.90597909082704,Low,Class1
311,47.8231879677278,6.76125635922149,Medium,Class1
312,60.9877685198719,80.03565078223616,High,Class2
313,,,,Class3
314,58.135096360006386,54.00119146045106,High,Class1
315,63.05478807154329,88.00790875614582,High,Class3
316,50.21003841632759,65.08773690471942,High,Class2
317,56.81952971294964,53.29577865513353,High,Class3
318,46.89733243406544,32.43337531153756,High,Class1
319,,,,Class3
320,,,,Class3
321,50.96995964992718,99.41393612211675,High,Class2
322,55.95157025436914,66.18391898493786,Low,Class2
323,41.81779316766527,55.77834173700249,Low,Class2
324,70.9238727568546,73.06505102392461,Low,Class1
325,39.93982618500298,46.52056122837182,Low,Class1
326,37.85811387212268,6.0142342600785215,Low,Class2
327,61.581108735000676,56.22968158779098,Low,Class2
328,,,,Class1
329,,,,Class1
330,56.2834550926428,69.00048908206658,Medium,Class1
331,49.87753227153085,20.093368865905646,High,Class1
332,41.02745628514168,53.582768447308126,High,Class2
333,50.75804558193726,9.667644964671961,Low,Class1
334,43.22838288487888,45.037093625818514,Low,Class2
335,59.75119733417751,75.61633288952461,High,Class3
336,48.52942618497861,34.757152423898205,Medium,Class3
337,41.745028032074885,66.4911724487218,Low,Class1
338,46.78614158347007,79.54499607897291,High,Class3
339,54.12931454275624,92.71778194794527,High,Class3
340,44.36275447196025,23.464208185545353,Medium,Class3
341,41.77779604433569,39.931591580930814,Medium,Class1
342,52.436872114919126,15.241601333041743,Low,Class1
343,52.44966571108723,99.24835021583752,Medium,Class3
344,44.9305682462887,92.70009679242953,High,Class2
345,45.289616943816775,53.99571302805596,High,Class3
346,52.32049937357636,84.20332943764213,Medium,Class1
347,,,,Class1
348,35.92536225623445,62.35856880027597,Medium,Class1
349,42.81555778747564,8.912443211601662,Medium,Class3
350,47.86552848288153,75.52704204968079,Low,Class2
351,53.10907565598005,12.771348363523483,Medium,Class1
352,64.75356216949552,82.60676302525283,Low,Class1
353,58.576596232020194,78.20280876703859,High,Class3
354,48.40061470036573,70.87446977429764,Medium,Class2
355,49.80983792097311,3.6160380524762115,Low,Class3
356,39.97470635362191,30.31283559453286,Medium,Class1
357,49.8148686400761,26.311256991084285,High,Class2
358,47.11341361079862,36.01364074715191,High,Class2
359,53.227185603380896,8.764274676383854,High,Class1
360,41.727690564476774,93.69578230310628,Medium,Class2
361,55.193465142411725,55.38022407123763,Medium,Class2
362,65.32738913002578,30.552431065802356,Low,Class3
363,48.91239851543143,39.698151707428345,High,Class1
364,54.01711722098941,44.72025405048357,Medium,Class1
365,56.90143991711113,60.05943333606173,High,Class1
366,45.987795281141636,51.567942769649775,High,Class1
367,52.24092481810417,91.93919732144174,Low,Class1
368,50.12592400781795,49.696348290583025,Low,Class2
369,50.97676098548832,99.21580148233127,Low,Class3
370,42.26990216144534,85.14249577450957,Low,Class1
371,,,,Class3
372,,,,Class3
373,64.51143607795042,11.636639788547608,Low,Class2
374,59.59270826085207,81.74497084911916,Low,Class1
375,71.53182457511556,38.06232934765801,Low,Class2
376,42.326524371119504,87.79743204450695,High,Class1
377,58.723206367206785,86.80566901074504,Low,Class2
378,51.83342005738352,80.59254001176211,High,Class3
379,71.89802933217672,79.00304363070614,Medium,Class1
380,41.91701714644849,30.46791390980408,High,Class3
381,41.602781578192236,8.091928305125219,High,Class3
382,44.00607354555978,40.29801787651615,Low,Class2
383,,,,Class1
384,44.74244978319239,69.49510889024617,Medium,Class3
385,42.40867338446302,34.609972653778556,Medium,Class2
386,51.50393786476208,97.56102008599149,Medium,Class1
387,53.41755975777159,64.0972077345332,High,Class1
388,68.76170839215887,82.24805636343609,Medium,Class3
389,59.5042383818605,13.252467274184843,High,Class1
390,44.23096344337597,86.20144822726226,High,Class3
391,41.01585328651642,92.27571905133944,High,Class1
392,54.919191715065054,48.70619188189359,Medium,Class2
393,36.797667929793576,60.625293775097745,Low,Class3
394,68.31458765854353,76.48098009029954,Low,Class3
395,61.79440120721287,17.483862726041256,Medium,Class1
396,45.30824347895295,50.25660764634424,Low,Class1
397,32.868654709091224,39.86630277723131,Low,Class3
398,63.538723741654124,14.63739921622491,High,Class1
399,48.85460154747382,36.753442229153144,High,Class2
400,62.378163119734616,6.817230938549357,Medium,Class1
401,34.05572341205633,2.5811906949486985,Medium,Class2
402,44.00624977046227,13.516628915482276,Low,Class2
403,50.05243699718183,96.31151115891738,High,Class2
404,50.46980593764742,54.952953589501696,Medium,Class2
405,45.49934528520756,96.582216115322,Medium,Class2
406,56.228499323474985,43.2497878330132,Medium,Class1
407,39.32379570617405,31.181613308525957,Medium,Class2
408,48.576205149787064,50.61418628402441,Medium,Class1
409,51.20295631711899,43.95116886329101,Medium,Class2
410,55.14438834058749,10.566468426174392,Low,Class3
411,57.1161487808889,64.08263146902063,High,Class2
412,,,,Class3
413,34.65885829264378,61.95879548978296,Medium,Class2
414,62.77676821898509,65.02010923981534,High,Class2
415,53.323140119795916,15.20248531286481,High,Class2
416,42.51513463443446,6.134962711066816,High,Class3
417,65.51151975522524,78.07615860684398,Medium,Class3
418,51.156746342928585,45.98004237693202,Medium,Class2
419,61.792971840638266,5.816379550547579,High,Class1
420,50.67518481410109,99.48663171697672,High,Class2
421,70.60747924881987,5.778056099636664,Medium,Class3
422,67.55340842443204,69.50352288585532,Low,Class2
423,47.51035851520926,98.36789252634136,High,Class3
424,59.71570950954356,23.918010421592562,Low,Class3
425,56.45375949585147,14.224936868719617,High,Class3
426,63.68631557532349,12.138493942242889,Low,Class2
427,40.35076539419896,30.327514756759555,Low,Class3
428,56.86051459998439,10.10458110106467,Low,Class3
429,60.58424486849588,69.2161341694132,Medium,Class2
430,32.41260513576886,6.229179813006269,Low,Class3
431,38.16741487334225,50.94221281497897,Low,Class2
432,29.607678222398995,99.66968538529768,Low,Class3
433,47.305931655554424,81.39702695060188,High,Class1
434,57.17542255795962,61.52194382310109,Low,Class1
435,65.02357052096028,30.625362078661166,High,Class3
436,50.74094780419775,62.389583629163845,Low,Class1
437,,,,Class2
438,36.198985417851084,42.60833838903715,Medium,Class1
439,32.96617560644845,13.071037674019948,High,Class3
440,,,,Class3
441,53.840654489393074,44.97846488213225,High,Class2
442,49.67305251905907,19.462251182076507,High,Class3
443,29.325578999601234,36.77593508772896,Medium,Class2
444,49.10879960487212,41.4129752528927,Medium,Class1
445,36.95530499495147,82.75378955668742,Medium,Class1
446,56.69672548830039,73.3614380561402,Medium,Class2
447,53.66598246096848,76.93048936413398,Medium,Class2
448,40.60120213672645,1.1031264428647214,Medium,Class3
449,44.861330826633065,41.615399817976154,Medium,Class1
450,39.40786478111048,48.13441516353236,Medium,Class2
451,49.37320902726828,1.9192276823056686,Low,Class1
452,,,,Class2
453,40.14273953664456,76.0289823122135,Medium,Class1
454,55.040465155178445,13.710970572899905,Medium,Class3
455,44.69742381627559,53.531013145259166,High,Class1
456,42.07127167737656,21.52018720172375,Low,Class1
457,48.929696400454425,1.2120774643893273,High,Class1
458,39.64757677580626,24.12014575995415,High,Class1
459,44.46350694652818,97.58737549100537,Medium,Class1
460,38.021221074111516,80.15371118829896,High,Class3
461,69.6472513291639,95.95766443210334,High,Class2
462,50.35263551971729,48.785404392636245,Medium,Class1
463,43.00274492007414,10.973619867750351,Medium,Class3
464,52.13979910734222,54.79594889736929,Medium,Class1
465,48.8767195030917,45.43773345599609,Medium,Class1
466,47.79030400466777,84.4357082739616,High,Class2
467,56.14166700043425,9.808258078424458,High,Class1
468,57.57507710047305,48.82411370217782,Low,Class3
469,44.69498852389472,15.004866469398426,Low,Class3
470,44.2418175935532,32.467592689006,High,Class2
471,47.24948302848356,73.73570773877996,Low,Class1
472,26.98078835264415,47.601812936876655,High,Class3
473,34.84808937801448,37.58882851457693,Low,Class1
474,63.66874267444525,39.44762785700353,Medium,Class1
475,66.44967713501283,45.94467684059866,Low,Class1
476,47.50963960443622,78.50165438370568,Medium,Class2
477,55.765569630557664,89.20846889402344,Medium,Class1
478,53.112501545435364,95.53346865039283,Medium,Class3
479,80.78880808455239,78.6903386255295,Medium,Class1
480,61.195749114345766,31.540689574801274,Low,Class3
481,48.72082408519233,68.81347060865421,High,Class1
482,40.44459559399574,43.760312405539196,Medium,Class3
483,33.93553679742428,25.467062204605117,Low,Class3
484,52.03463635867223,84.08715794259226,Medium,Class1
485,42.436492547156966,3.8426348962324997,Low,Class1
486,35.77746290402326,90.17619921354235,Low,Class3
487,43.534271157574736,46.147746462473414,Low,Class2
488,39.18451996385605,63.72014768082804,High,Class1
489,66.87141635072564,65.93539222057827,Low,Class2
490,58.816397569494505,89.51177407065364,Low,Class1
491,49.92027358683383,63.66696821672073,High,Class1
492,64.79944138890026,61.39335847600618,High,Class1
493,50.77368307647618,6.665204056068996,Low,Class1
494,,,,Class2
495,65.23124077269657,15.016900081704165,Medium,Class1
496,55.38910043684659,73.74337687214856,Medium,Class3
497,39.62753845673544,51.22219208126745,High,Class3
498,48.09661321916392,68.02277792083532,High,Class2
499,41.24381746615243,4.167290060238427,Low,Class1
500,,,,Class3
501,59.26177547531641,71.63233880626822,Low,Class2
502,69.0941664047013,7.208433599867337,Medium,Class1
503,36.01432426180859,7.12567277652586,High,Class3
504,55.62969236690571,1.210847523488745,Low,Class3
505,43.49357430878173,95.65013982994802,Low,Class2
506,45.12874616235304,73.75083594590069,Medium,Class1
507,44.07606075761131,35.32514085020642,High,Class1
508,41.36009230320184,29.65355812876552,Medium,Class3
509,50.48521627944827,34.97032297458495,Low,Class3
510,41.69049883588962,77.46535311811819,Low,Class3
511,52.704568257798385,66.13706110704143,High,Class1
512,49.49761890550863,18.519556786746794,Low,Class2
513,47.6105195313359,17.410933533408436,High,Class2
514,,,,Class1
515,44.23228669431667,66.03027197013381,High,Class2
516,57.55391225825756,76.43726622217359,High,Class3
517,55.009171876243805,26.5046428325004,Low,Class2
518,40.22444755201449,2.094496103091281,Low,Class2
519,50.99332305429226,8.217166747642734,High,Class2
520,57.51387123371789,96.78600348450304,Low,Class3
521,33.305947188786284,29.544477747742025,Low,Class1
522,,,,Class3
523,,,,Class1
524,55.70598668593159,38.19396396528959,Low,Class1
525,42.367408434574834,20.56872621955551,High,Class1
526,31.95117899335481,12.138641815940643,Low,Class2
527,33.72457562116837,61.50129680388666,Medium,Class2
528,,,,Class1
529,52.59722501721482,64.39042535411306,Low,Class1
530,40.956833748955916,53.030213324915835,High,Class2
531,56.38592458777374,4.195122343163627,High,Class3
532,33.3847993773104,96.84887775943838,Low,Class1
533,49.33920201352684,79.87141916545745,Medium,Class3
534,37.889838002375434,29.282203670096475,Low,Class2
535,43.48163892197841,97.99703293588506,Low,Class1
536,50.47398671316414,60.18815896363221,Medium,Class3
537,41.39586634716048,58.24226582072465,High,Class3
538,46.154444557701744,74.8073179429532,Low,Class3
539,60.0629280921444,81.17697880901376,High,Class2
540,44.23108130476851,65.64786073315027,High,Class2
541,58.35692112065142,12.809574636620003,Medium,Class3
542,38.702931453423815,33.82675059944984,Medium,Class3
543,,,,Class2
544,,,,Class3
545,25.283554998727105,37.21670238375133,High,Class3
546,42.03104744529523,43.2076882944196,Low,Class2
547,55.7707212718054,43.940498969445215,Low,Class3
548,47.96954613957007,61.29395824945255,Medium,Class3
549,,,,Class3
550,,,,Class2
551,50.865897874729,12.150137630091805,High,Class3
552,48.44322764607921,19.747048985993732,Medium,Class2
553,61.67782061659807,88.69249002092695,Low,Class2
554,52.54420843301213,64.5810812655206,Low,Class1
555,53.37602662075202,28.590678923916013,Medium,Class1
556,45.881230338775325,81.59469389686173,High,Class3
557,45.123937759275066,86.1369996363436,Medium,Class2
558,45.67441812180379,84.6514338690278,Medium,Class1
559,53.944521423782966,91.89265336395545,Low,Class3
560,45.79015519179737,25.224102017336158,Low,Class1
561,52.89774856896413,75.50419287462783,High,Class1
562,70.75400798645438,46.053949727414,Low,Class2
563,58.711247034316926,84.19985528900615,Low,Class2
564,46.73976467832159,72.84906771616131,Medium,Class1
565,62.012139221639444,77.64474464997247,Low,Class1
566,45.91924626978449,65.61618376810715,High,Class2
567,29.61875464822146,17.742876946970686,Medium,Class3
568,39.91913689082596,54.502691889693835,High,Class2
569,31.292080789741444,98.46697395245081,Medium,Class1
570,46.48486515958692,93.73880664971189,Low,Class3
571,,,,Class1
572,66.76437312275283,16.481481572943714,Medium,Class3
573,53.269273737641626,13.172877345456191,Low,Class1
574,47.80899471191136,72.59799099852955,Low,Class3
575,58.294055811834895,81.77853298569451,High,Class3
576,27.88864690992115,21.35113663106719,High,Class1
577,52.356145581085656,50.5852692951829,Low,Class3
578,57.708651938869664,84.07030280112,Low,Class2
579,,,,Class1
580,61.43754043206929,54.223720549184826,Medium,Class2
581,53.38496407494414,59.03476904587729,Medium,Class1
582,45.847120860991986,50.83605469162799,Medium,Class3
583,56.32781866106285,29.754845131882057,Low,Class3
584,72.70692857804396,56.50219928590161,High,Class3
585,,,,Class1
586,52.48220586300336,87.33229158608077,Medium,Class2
587,45.40639100459756,63.629135397924806,Medium,Class2
588,41.50155630535208,76.1121537043158,Low,Class1
589,58.303358165442454,16.0071634954573,Low,Class1
590,,,,Class2
591,,,,Class2
592,45.223425532348834,24.667886452162303,Medium,Class2
593,54.78979825746392,72.64617151130048,Low,Class2
594,53.33662105286948,99.18099513493634,Medium,Class1
595,60.375399442578995,9.917809958721591,Medium,Class1
596,44.89983601145253,40.14943158612883,High,Class3
597,47.30125064706629,80.00709686991596,Low,Class2
